"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2022/05/20","N0038322FXE04","","0001AA","1660-01-573-9667","0.00","2","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0002AA","1680-01-585-5250","0.00","2","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0003AA","1680-01-585-5368","0.00","1","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0004AA","1680-01-588-3009","0.00","3","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0005AA","1680-01-589-5941","0.00","1","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0006AA","1680-01-601-0207","0.00","1","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0007AA","1680-01-621-9054","0.00","3","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0008AA","1680-01-622-9189","0.00","1","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0009AA","1680-01-642-3163","0.00","3","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0010AA","2835-01-664-8077","0.00","1","41ME5","S&K AEROSPACE, LLC"
"2022/05/20","N0038322FXE04","","0011AA","0000-66-157-7665","0.00","9","41ME5","S&K AEROSPACE, LLC"
