"outcome","n_fits","mean_att","median_att","sd_att","n_asymp_p_lt_05","n_empirical_p_lt_05","median_pre_rmspe","q25_pre_rmspe","q75_pre_rmspe","median_n_active","median_weight_hhi","median_balanced_pool"
"domestic_share",23,-0.443491691132069,-0.414004638528552,0.267037653927297,21,21,0.00322789624991152,0.000532659849520892,0.00705515673840734,82,0.0194817990778459,14024
"max_log_unit_price",22,-0.0300230306315326,-0.116470969146458,0.4431557609972,1,1,0.000388665274555301,0.000176359241782548,0.000547365081471392,4730.5,0.000365698599624588,15568
"mean_offers",22,0.281804415772773,0.0326174295291769,2.17616012931614,2,2,0.00763174771517429,0.0040166553424715,0.0198252684382041,1877,0.000845673198017826,3057
