NSN,BASE_PIID,mod_n,line_n,AWARD_DATE,_n,_nq,_np,_no
6830013706207,SPE4A622FD3KA,BASE,1,2022-08-02,2,1,2,1
6830013706207,SPE4A622FD4EJ,BASE,1,2022-08-03,2,1,2,1
6830013909622,SPE4A622FC2KV,BASE,1,2022-05-13,2,1,2,1
6830013909622,SPE4A622FC2PE,BASE,1,2022-05-13,2,1,2,1
6830013909622,SPE4A622FC3TN,BASE,1,2022-05-16,2,1,2,1
6830013909622,SPE4A622FC3ZD,BASE,1,2022-05-16,2,1,2,1
6830013909622,SPE4A622FC4VB,BASE,1,2022-05-17,2,1,2,1
6830013909622,SPE4A622FD1XT,BASE,1,2022-08-01,2,1,2,1
6830013909622,SPE4A622FD3LG,BASE,1,2022-08-02,2,1,2,1
6830013909622,SPE4A622FD4ER,BASE,1,2022-08-03,2,1,2,1
6830013909622,SPE4A622FD4FE,BASE,1,2022-08-03,2,1,2,1
6830013909622,SPE4A622FD4QE,BASE,1,2022-08-03,2,1,2,1
6830013909622,SPE4A622FD4RF,BASE,1,2022-08-03,2,1,2,1
6830013909622,SPE4A622FD5TT,BASE,1,2022-08-04,2,1,2,1
6830013909622,SPE4A622FD5XG,BASE,1,2022-08-04,3,1,2,1
6830013913104,SPE4A622FC3DE,BASE,1,2022-05-13,2,1,2,1
6830013913104,SPE4A622FC4RV,BASE,1,2022-05-16,2,1,2,1
6830013920960,SPE4A622FC4BB,BASE,1,2022-05-16,2,1,2,1
6830013920960,SPE4A622FD2WE,BASE,1,2022-08-01,2,1,2,1
6830013920960,SPE4A622FD2WR,BASE,1,2022-08-01,2,1,2,1
6830013920960,SPE4A622FD4EL,BASE,1,2022-08-03,3,1,2,1
6830013920960,SPE4A622FD5ME,BASE,1,2022-08-03,2,1,2,1
6830013920960,SPE4A622FD5MX,BASE,1,2022-08-03,2,1,2,1
6830014126362,SPE4A622FC2JF,BASE,1,2022-05-13,2,1,2,1
6830014126362,SPE4A622FC3TH,BASE,1,2022-05-16,2,1,2,1
6830014126362,SPE4A622FC3TP,BASE,1,2022-05-16,3,1,2,1
6830014126362,SPE4A622FC3TQ,BASE,1,2022-05-16,2,1,2,1
6830014126362,SPE4A622FC3TU,BASE,1,2022-05-16,2,1,2,1
6830014126362,SPE4A622FC4UZ,BASE,1,2022-05-17,2,1,2,1
6830014126362,SPE4A622FC4VG,BASE,1,2022-05-17,3,1,2,1
6830014126362,SPE4A622FC4VH,BASE,1,2022-05-17,3,1,2,1
6830014126362,SPE4A622FC4VJ,BASE,1,2022-05-17,3,1,2,1
6830014126362,SPE4A622FD1XY,BASE,1,2022-08-01,2,1,2,1
6830014126362,SPE4A622FD1YA,BASE,1,2022-08-01,2,1,2,1
6830014126362,SPE4A622FD1YL,BASE,1,2022-08-01,2,1,2,1
6830014126362,SPE4A622FD2ZA,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD2ZH,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD2ZQ,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD2ZV,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3AF,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3AL,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3AM,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3AN,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3AR,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3AS,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3CC,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3CJ,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3HF,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3HG,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD3HH,BASE,1,2022-08-02,2,1,2,1
6830014126362,SPE4A622FD4FD,BASE,1,2022-08-03,2,1,2,1
6830014126362,SPE4A622FD5QQ,BASE,1,2022-08-04,2,1,2,1
6830014126362,SPE4A622FD5RE,BASE,1,2022-08-04,3,1,2,1
6830014126362,SPE4A622FD5RS,BASE,1,2022-08-04,2,1,2,1
6830014126362,SPE4A622FD5RU,BASE,1,2022-08-04,2,1,2,1
6830014337030,SPE4A622FD35X,BASE,1,2022-07-21,2,1,2,1
6830014937896,SPE4A622FCRSS,BASE,1,2022-07-07,2,1,2,1
6830014937896,SPE4A622FD0R1,BASE,1,2022-07-25,2,1,2,1
6830014937896,SPE4A622FD1EH,BASE,1,2022-07-29,2,1,2,1
6830015238775,SPE4A622FC2LU,BASE,1,2022-05-13,3,1,2,1
6830015238775,SPE4A622FC2UD,BASE,1,2022-05-13,3,1,2,1
6830015238775,SPE4A622FD1XU,BASE,1,2022-08-01,4,1,2,1
6830015238775,SPE4A622FD1YC,BASE,1,2022-08-01,3,1,2,1
6830015238775,SPE4A622FD2BB,BASE,1,2022-08-01,3,1,2,1
6830015238775,SPE4A622FD2FP,BASE,1,2022-08-01,3,1,2,1
6830015238775,SPE4A622FD3MZ,BASE,1,2022-08-02,3,1,2,1
6830015271691,SPE4A622FC3UF,BASE,1,2022-05-16,2,1,2,1
6830015271691,SPE4A622FC4DS,BASE,1,2022-05-16,2,1,2,1
6830015271691,SPE4A622FD1XP,BASE,1,2022-08-01,2,1,2,1
6830015271691,SPE4A622FD2DK,BASE,1,2022-08-01,2,1,2,1
6830015271691,SPE4A622FD2ES,BASE,1,2022-08-01,2,1,2,1
6830015271691,SPE4A622FD2FH,BASE,1,2022-08-01,2,1,2,1
6830015271691,SPE4A622FD2KU,BASE,1,2022-08-01,2,1,2,1
6830015271691,SPE4A622FD3AD,BASE,1,2022-08-02,2,1,2,1
6830015271691,SPE4A622FD3AE,BASE,1,2022-08-02,2,1,2,1
6830015271691,SPE4A622FD4EV,BASE,1,2022-08-03,2,1,2,1
6830015271691,SPE4A622FD4EW,BASE,1,2022-08-03,2,1,2,1
6830015271691,SPE4A622FD4KC,BASE,1,2022-08-03,2,1,2,1
6830015271691,SPE4A622FD5RV,BASE,1,2022-08-04,2,1,2,1
6830015955412,SPE4A621FZ0ZF,BASE,1,2021-04-15,2,2,1,1
6830016808427,SPE4A622FD5RP,BASE,1,2022-08-04,2,1,2,1
6840002388115,SPE4A620FC7GL,P00003,1,2020-03-19,4,2,1,1
6850014356471,SPE4A620FAJS5,BASE,1,2019-11-14,2,2,1,1
6850014356471,SPE4A622FAN3T,BASE,1,2022-01-05,2,2,1,1
6850014356471,SPE7M222FA1CP,BASE,1,2021-10-21,2,2,1,1
7690015750871,SPE7M121FA2FA,P00001,1,2021-02-18,3,1,2,1
8415016140245,SPE1C121F2101,BASE,1,2021-01-26,2,1,2,1
8440011985175,SPE1C120F5097,P00001,3,2020-04-14,2,2,1,1
8465005303692,SPE1C120F4282,BASE,1,2020-03-16,2,2,1,1
8970014241998,SPE30020F4MTE,BASE,1,2020-05-06,2,2,1,1
8970014241998,SPE30021F1S9R,BASE,1,2021-01-04,2,2,1,1
8970014241998,SPE30021F1S9W,BASE,1,2021-01-04,2,2,1,1
8970014241998,SPE30022F2L7D,BASE,1,2022-02-03,2,2,1,1
9150002698255,SPE4A621FB2GP,P00001,1,2021-02-18,4,2,1,1
