"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2021/05/10","SPE8ED21V0548","","0001","8145-01-615-1453","1,605.00","1","02708","AGE LOGISTICS CORPORATION"
"2019/04/02","SPE8ED19V0406","","0001","8145-01-615-1453","1,350.00","1","02708","AGE LOGISTICS CORPORATION"
"2019/03/08","SPE8ED19V0348","","0001","8145-01-615-1453","1,350.00","1","02708","AGE LOGISTICS CORPORATION"
"2017/11/13","SPE8ED18V0060","","0001","8145-01-615-1453","975.00","7","02708","AGE LOGISTICS CORPORATION"
"2017/09/05","SPE8ED17V0606","","0001","8145-01-615-1453","975.00","2","02708","AGE LOGISTICS CORPORATION"
"2017/07/13","SPE8ED17V0517","","0001","8145-01-615-1453","975.00","1","02708","AGE LOGISTICS CORPORATION"
"2017/05/05","SPE8ED17V0431","","0002","8145-01-615-1453","975.00","1","02708","AGE LOGISTICS CORPORATION"
"2017/05/05","SPE8ED17V0431","","0001","8145-01-615-1453","975.00","1","02708","AGE LOGISTICS CORPORATION"
"2017/05/05","SPE8ED17V0431","","0003","8145-01-615-1453","975.00","1","02708","AGE LOGISTICS CORPORATION"
"2015/02/09","SPE8ED15V0140","","0001","8145-01-615-1453","894.00","4","02708","AGE LOGISTICS CORPORATION"
"2015/02/09","SPE8ED15V0140","","0001","8145-01-615-1453","894.00","4","02708","AGE LOGISTICS CORPORATION"
"2014/04/14","SPE8ED14M7042","","0001","8145-01-615-1453","894.00","5","02708","AGE LOGISTICS CORPORATION"
