"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2026/02/18","SPE8ED26P0507","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2026/02/18","SPE8ED26P0507","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2026/02/18","SPE8ED26P0507","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/08/28","SPE8ED25P1597","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/08/28","SPE8ED25P1597","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/08/28","SPE8ED25P1597","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/04/30","SPE8ED25P0979","","0001","8145-01-591-7441","72,453.00","3","8H8D3","SOLUTIONS FTG, INC."
"2025/02/27","SPE8ED25P0670","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/02/27","SPE8ED25P0670","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/02/27","SPE8ED25P0670","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/01/31","SPE8ED25P0541","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/01/14","SPE8ED25P0414","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2025/01/14","SPE8ED25P0414","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/09/26","SPE8ED24P1085","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/06/25","SPE8ED24P0756","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/06/25","SPE8ED24P0756","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/06/25","SPE8ED24P0756","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/02/08","SPE8ED24P0450","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/02/08","SPE8ED24P0450","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/01/30","SPE8ED24P0410","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/01/30","SPE8ED24P0410","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2024/01/17","SPE8ED24P0352","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/12/29","SPE8ED24P0326","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/12/29","SPE8ED24P0326","","0002","8145-01-591-7441","72,453.00","2","8H8D3","SOLUTIONS FTG, INC."
"2023/09/25","SPE8ED23P1121","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/09/08","SPE8ED23P1015","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/09/08","SPE8ED23P1015","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/08/30","SPE8ED23P1032","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/08/30","SPE8ED23P1032","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/08/30","SPE8ED23P1032","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/05/16","SPE8ED23P0699","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/05/16","SPE8ED23P0735","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/04/20","SPE8ED23P0630","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/04/20","SPE8ED23P0631","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/04/20","SPE8ED23P0632","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2023/01/03","SPE8ED23P0308","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/11/30","SPE8ED23P0221","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/11/30","SPE8ED23P0225","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/11/16","SPE8ED23P0060","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/11/10","SPE8ED23P0169","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/11/10","SPE8ED23P0169","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/10/28","SPE8ED23P0127","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/10/28","SPE8ED23P0127","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/10/28","SPE8ED23P0127","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/23","SPE8ED22P1030","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/23","SPE8ED22P1030","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/16","SPE8ED22P1005","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/16","SPE8ED22P1005","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/16","SPE8ED22P1005","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/15","SPE8ED22P1014","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/15","SPE8ED22P1016","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/09/15","SPE8ED22P1017","","0001","8145-01-591-7441","72,453.00","2","8H8D3","SOLUTIONS FTG, INC."
"2022/08/10","SPE8ED22P0884","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/08/10","SPE8ED22P0884","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/07/29","SPE8ED22P0839","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/05/03","SPE8ED22P0630","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/05/03","SPE8ED22P0630","","0002","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/05/03","SPE8ED22P0630","","0003","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/03/11","SPE8ED22P0542","","0001","8145-01-591-7441","72,453.00","1","8H8D3","SOLUTIONS FTG, INC."
"2022/02/11","SPE8ED22P0319","","0001","8145-01-591-7441","72,453.00","1","1CVY3","SESOLINC GRP, INC."
"2021/12/29","SPE8ED22P0168","","0001","8145-01-591-7441","72,453.00","1","1CVY3","SESOLINC GRP, INC."
"2021/07/28","SPE8ED21P1048","","0001","8145-01-591-7441","72,453.00","1","1CVY3","SESOLINC GRP, INC."
"2021/07/28","SPE8ED21P1048","","0002","8145-01-591-7441","72,453.00","1","1CVY3","SESOLINC GRP, INC."
"2021/07/28","SPE8ED21P1048","","0003","8145-01-591-7441","72,453.00","1","1CVY3","SESOLINC GRP, INC."
"2021/05/20","SPE8ED21P0985","","0001","8145-01-591-7441","71,835.00","1","1CVY3","SESOLINC GRP, INC."
"2020/12/22","SPE8ED21P0403","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/09/04","SPE8ED20P1255","","0001","8145-01-591-7441","60,572.17","4","1CVY3","SESOLINC GRP, INC."
"2020/08/14","SPE8ED20P1272","","0001","8145-01-591-7441","60,572.17","3","1CVY3","SESOLINC GRP, INC."
"2020/08/12","SPE8ED20P1259","","0001","8145-01-591-7441","60,572.17","3","1CVY3","SESOLINC GRP, INC."
"2020/07/30","SPE8ED20P1090","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/07/30","SPE8ED20P1090","","0002","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/07/09","SPE8ED20P1099","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/07/09","SPE8ED20P1099","","0002","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/07/09","SPE8ED20P1099","","0003","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/06/26","SPE8ED20P1047","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/06/26","SPE8ED20P1047","","0002","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/06/26","SPE8ED20P1047","","0003","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/06/25","SPE8ED20P1056","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/06/25","SPE8ED20P1056","","0002","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2020/05/19","SPE8ED20P0930","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2017/11/01","SPE8ED18P0236","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2017/10/05","SPE8ED18P0097","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2017/09/07","SPE8ED17P1298","","0001","8145-01-591-7441","60,572.17","1","1CVY3","SESOLINC GRP, INC."
"2017/05/24","SPE8ED17C0006","","0003","8145-01-591-7441","59,653.49","1","1CVY3","SESOLINC GRP, INC."
"2017/05/24","SPE8ED17C0006","","0006","8145-01-591-7441","59,653.49","1","1CVY3","SESOLINC GRP, INC."
"2017/05/24","SPE8ED17C0006","","0002","8145-01-591-7441","59,653.49","1","1CVY3","SESOLINC GRP, INC."
"2017/05/24","SPE8ED17C0006","","0005","8145-01-591-7441","59,653.49","1","1CVY3","SESOLINC GRP, INC."
"2017/05/24","SPE8ED17C0006","","0004","8145-01-591-7441","59,653.49","1","1CVY3","SESOLINC GRP, INC."
"2017/05/24","SPE8ED17C0006","","0001","8145-01-591-7441","59,653.49","1","1CVY3","SESOLINC GRP, INC."
"2017/03/22","SPE8ED17P0645","","0001","8145-01-591-7441","61,436.49","1","1CVY3","SESOLINC GRP, INC."
"2017/03/17","SPE8ED17P0623","","0001","8145-01-591-7441","59,486.49","1","1CVY3","SESOLINC GRP, INC."
"2017/03/17","SPE8ED17P0623","","0002","8145-01-591-7441","59,486.49","1","1CVY3","SESOLINC GRP, INC."
"2017/03/09","SPE8ED17P0590","","0001","8145-01-591-7441","58,986.49","1","1CVY3","SESOLINC GRP, INC."
"2017/03/01","SPE8ED17P0541","","0001","8145-01-591-7441","60,186.49","1","1CVY3","SESOLINC GRP, INC."
"2017/02/16","SPE8ED17P0503","","0001","8145-01-591-7441","58,986.49","1","1CVY3","SESOLINC GRP, INC."
"2017/02/07","SPE8ED17P0453","","0001","8145-01-591-7441","60,186.49","1","1CVY3","SESOLINC GRP, INC."
"2017/01/28","SPE8ED17P0392","","0001","8145-01-591-7441","60,570.49","1","1CVY3","SESOLINC GRP, INC."
"2017/01/26","SPE8ED17P0378","","0001","8145-01-591-7441","60,892.49","2","1CVY3","SESOLINC GRP, INC."
"2016/10/26","SPE8ED17P0020","","0001","8145-01-591-7441","60,533.00","1","1CVY3","SESOLINC GRP, INC."
"2016/08/02","SPE8ED16M0989","","0001","8145-01-591-7441","58,003.00","1","1CVY3","SESOLINC GRP, INC."
"2016/07/12","SPE8ED16M0939","","0001","8145-01-591-7441","59,931.00","1","1CVY3","SESOLINC GRP, INC."
"2016/07/06","SPE8ED16M0919","","0001","8145-01-591-7441","57,186.00","1","1CVY3","SESOLINC GRP, INC."
"2016/07/06","SPE8ED16M0919","","0002","8145-01-591-7441","57,186.00","1","1CVY3","SESOLINC GRP, INC."
"2016/03/29","SPE8ED16M0627","","0001","8145-01-591-7441","58,722.00","1","1CVY3","SESOLINC GRP, INC."
"2016/03/24","SPE8ED16M0616","","0001","8145-01-591-7441","58,722.00","1","1CVY3","SESOLINC GRP, INC."
"2016/03/23","SPE8ED16M0607","","0001","8145-01-591-7441","58,722.00","1","1CVY3","SESOLINC GRP, INC."
"2016/02/01","SPE8ED16M0404","","0001","8145-01-591-7441","57,383.00","1","1CVY3","SESOLINC GRP, INC."
"2016/01/27","SPE8ED16M0380","","0001","8145-01-591-7441","59,283.00","1","1CVY3","SESOLINC GRP, INC."
"2015/12/17","SPE8ED16M0289","","0001","8145-01-591-7441","56,783.00","1","1CVY3","SESOLINC GRP, INC."
"2015/11/09","SPE8ED16M0162","","0001","8145-01-591-7441","59,882.50","1","1CVY3","SESOLINC GRP, INC."
"2015/10/29","SPE8ED16M0122","","0001","8145-01-591-7441","56,783.00","1","1CVY3","SESOLINC GRP, INC."
"2015/10/28","SPE8ED16M0115","","0001","8145-01-591-7441","59,149.00","1","1CVY3","SESOLINC GRP, INC."
"2015/10/28","SPE8ED16M0116","","0001","8145-01-591-7441","59,149.00","1","1CVY3","SESOLINC GRP, INC."
"2015/10/28","SPE8ED16M0119","","0001","8145-01-591-7441","59,149.00","1","1CVY3","SESOLINC GRP, INC."
"2015/10/08","SPE8ED16M0046","","0001","8145-01-591-7441","59,568.00","1","1CVY3","SESOLINC GRP, INC."
"2015/09/24","SPE8ED15M1909","","0001","8145-01-591-7441","56,783.00","1","1CVY3","SESOLINC GRP, INC."
"2015/08/19","SPE8ED15M1767","","0001","8145-01-591-7441","58,815.00","1","1CVY3","SESOLINC GRP, INC."
"2015/08/19","SPE8ED15M1767","","0002","8145-01-591-7441","58,815.00","1","1CVY3","SESOLINC GRP, INC."
"2015/08/11","SPE8ED15M1729","","0001","8145-01-591-7441","58,679.00","1","1CVY3","SESOLINC GRP, INC."
"2015/08/06","SPE8ED15M1710","","0001","8145-01-591-7441","58,679.00","1","1CVY3","SESOLINC GRP, INC."
"2015/08/05","SPE8ED15M1676","","0001","8145-01-591-7441","58,679.00","1","1CVY3","SESOLINC GRP, INC."
"2015/07/09","SPE8ED15M1589","","0001","8145-01-591-7441","58,301.00","1","1CVY3","SESOLINC GRP, INC."
"2015/06/25","SPE8ED15M1549","","0001","8145-01-591-7441","57,083.00","1","1CVY3","SESOLINC GRP, INC."
