"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2025/02/14","SPE8E525V0887","","0001","4240-01-243-7176","2.73","2704","1TAJ4","ADVANCE SAFETY EQUIPMENT CO."
"2024/07/02","SPE8E524V2265","","0001","4240-01-243-7176","2.77","1860","47147","ACCURATE SAFETY DISTRIBUTORS,"
"2023/10/05","SPE8E524V0036","","0001","4240-01-243-7176","2.79","4505","7K9Q4","FATHOM LOGISTICS"
"2023/06/13","SPE8E523P1336","","0001","4240-01-243-7176","4.52","1898","0WZP3","ANA SOURCING LLC"
"2022/06/07","SPE8E522V1620","","0001","4240-01-243-7176","3.79","2443","3DZM1","ALLIED TOOLS INC."
"2022/02/03","SPE8E622V0554","","0001","4240-01-243-7176","3.36","3407","4QNY3","PACIFIC STAR CORPORATION"
"2021/05/11","SPE8E621V1145","","0001","4240-01-243-7176","3.39","1832","0AG09","SZY HOLDINGS, LLC"
"2019/03/21","SPE8E519V1904","","0001","4240-01-243-7176","2.97","3668","6F088","ARBILL INDUSTRIES, INC."
"2018/09/26","SPE8EZ18V0825","","0001","4240-01-243-7176","2.68","2258","6F088","ARBILL INDUSTRIES, INC."
"2017/10/03","SPE8EZ18P0007","","0001","4240-01-243-7176","2.58","3000","1FZK7","ALL SAFE INDUSTRIES, INC."
"2016/08/29","SPE8EH16V1198","","0001","4240-01-243-7176","2.77","1830","5U072","MOTION INDUSTRIES, INC. DIV CO"
"2015/09/29","SPE8EJ15M0233","","0001","4240-01-243-7176","2.78","1447","91311","SAF-T-GARD INTERNATIONAL, INC."
"2013/11/18","SPE8EH14V0448","","0001","4240-01-243-7176","2.69","984","0AG09","SZY HOLDINGS, LLC DBA EVER REA"
"2012/05/22","SPM8EH12V0570","","0001","4240-01-243-7176","2.70","460","5U072","MOTION INDUSTRIES INC. DIV COR"
"2012/05/22","SPM8EH12V0570","","0002","4240-01-243-7176","2.70","1160","5U072","MOTION INDUSTRIES INC. DIV COR"
"2011/12/01","SPM8EH12V0174","4519781293","0001","4240-01-243-7176","2.88","309","1CNM2","UTECH PRODUCTS INC."
"2011/12/01","SPM8EH12V0174","4519781293","0002","4240-01-243-7176","2.86","614","1CNM2","UTECH PRODUCTS INC."
"2009/12/04","SPM8EJ10M0049","4512714929","0001","4240-01-243-7176","2.38","5000","39SU9","SPERIAN PROTECTION AMERICAS IN"
"2009/10/08","SPM8EH10V0027","4512213435","0001","4240-01-243-7176","3.60","25","043H7","MIDLAND CHEMICAL COMPANY INC."
"2009/06/20","SPM50005DBP20","18XW","0001","4240-01-243-7176","2.71","57","6S753","AMRON INTERNATIONAL INC."
"2009/06/18","SPM50005DBP20","18WU","0001","4240-01-243-7176","2.71","35","6S753","AMRON INTERNATIONAL INC."
"2009/06/17","SPM50005DBP20","18WC","0001","4240-01-243-7176","2.71","1","6S753","AMRON INTERNATIONAL INC."
"2009/06/08","SPM50005DBP20","18PW","0001","4240-01-243-7176","2.71","50","6S753","AMRON INTERNATIONAL INC."
"2009/05/27","SPM50005DBP20","18EH","0001","4240-01-243-7176","2.71","1","6S753","AMRON INTERNATIONAL INC."
"2009/05/27","SPM50005DBP20","18EJ","0001","4240-01-243-7176","2.71","1","6S753","AMRON INTERNATIONAL INC."
"2009/05/22","SPM50005DBP20","18BX","0001","4240-01-243-7176","2.71","1","6S753","AMRON INTERNATIONAL INC."
"2009/05/04","SPM50005DBP20","17VP","0001","4240-01-243-7176","2.71","200","6S753","AMRON INTERNATIONAL INC."
"2009/04/30","SPM50005DBP20","17TU","0001","4240-01-243-7176","2.71","95","6S753","AMRON INTERNATIONAL INC."
"2009/04/24","SPM50005DBP20","17QR","0001","4240-01-243-7176","2.71","20","6S753","AMRON INTERNATIONAL INC."
