outcome,post_label,post_threshold,n_treated,att,se,ci_low,ci_high,t_stat
domestic_share,ey2plus,2,2,0.35543745275887995,0.66215513983371,-8.058041321078623,8.768916226596382,0.5367887846466654
max_log_unit_price,ey2plus,2,2,-0.2879990329525425,0.24616510487930154,-3.415823254450864,2.839825188545779,-1.1699425598675033
mean_offers,ey2plus,2,1,-2.68888888888889,NaN,NaN,NaN,NaN
domestic_share,headline,0,5,-0.37338057445200323,0.27774997144621777,-1.1445381231426814,0.397776974238675,-1.3443046366768139
max_log_unit_price,headline,0,5,0.11674679516132638,0.4200117760854801,-1.0493928446766365,1.2828864349992892,0.27796076636090855
mean_offers,headline,0,5,-1.2453902116402178,3.6760055157229776,-11.451617732449368,8.960837309168934,-0.3387889942801897
