outcome,post_label,post_threshold,n_treated,att,se,ci_low,ci_high,t_stat
domestic_share,ey2plus,2,14,-0.2256077582983091,0.11140490101985386,-0.466283414637941,0.01506789804132283,-2.025115198999214
max_log_unit_price,ey2plus,2,14,-0.17006948201956562,0.05846032696004911,-0.2963653400306224,-0.043773624008508816,-2.9091435314035876
mean_offers,ey2plus,2,13,-0.8222008971379734,0.4861416000301684,-1.8814124523186586,0.2370106580427117,-1.6912786255834726
domestic_share,headline,0,22,-0.3796507641788074,0.07598341172379108,-0.5376669191692468,-0.22163460918836797,-4.996495360841179
max_log_unit_price,headline,0,22,-0.05337422409628714,0.09495389016000752,-0.25084164868379016,0.14409320049121588,-0.5621067657822743
mean_offers,headline,0,22,-0.09591228864104995,0.6001623025099885,-1.3440181220244638,1.152193544742364,-0.15981058496997766
