outcome,post_label,post_threshold,n_treated,att,se,ci_low,ci_high,t_stat
domestic_share,ey2plus,2,14,-0.2707789517587012,0.10100267844620586,-0.4889819724926743,-0.0525759310247281,-2.6809086246452205
max_log_unit_price,ey2plus,2,14,-0.22360093469810263,0.04511241289823682,-0.3210603775408612,-0.12614149185534407,-4.95652793395234
mean_offers,ey2plus,2,14,-0.006813184550779934,0.3169886083182998,-0.6916254384173952,0.6779990693158353,-0.021493468131001628
domestic_share,headline,0,22,-0.30971178097812857,0.0762470744776098,-0.46827625268174844,-0.15114730927450873,-4.061949695775888
max_log_unit_price,headline,0,22,-0.0867472944368888,0.10864387371998166,-0.31268459836980833,0.13919000949603075,-0.7984554624816764
mean_offers,headline,0,22,0.4320389785635786,0.41970487620660185,-0.4407850926953875,1.3048630498225446,1.0293875602982159
