"outcome","post_label","post_threshold","n_treated","att","se","ci_low","ci_high","t_stat"
"max_log_unit_price","headline",0,23,-0.132614546851504,0.0516230380174623,-0.239674175079304,-0.025554918623703,-2.56890241149009
"mean_offers","headline",0,23,-0.367264524518092,0.83880101739886,-2.10683136383209,1.3723023147959,-0.437844634067073
"domestic_share","headline",0,23,-0.459729424602799,0.0736030156971638,-0.612372736573664,-0.307086112631934,-6.24606777654783
"max_log_unit_price","ey2plus",2,13,-0.198271031126551,0.0678671617157749,-0.346140873785982,-0.0504011884671206,-2.92145753725348
"mean_offers","ey2plus",2,12,-0.658068469970981,0.503923568674368,-1.76719676644368,0.451059826501722,-1.30588944609618
"domestic_share","ey2plus",2,13,-0.308477476567834,0.128710395671609,-0.588913337968682,-0.0280416151669869,-2.39667879939459
