waiver_id,created,modified,identifier,identifier_type,source_field,waiver_title,contracting_agency,funding_agency,psc,waiver_type,fiscal_year
634d5612a0077aaef9e22ba6,2022-10-17 13:18:10.067000+00:00,2022-10-20 19:32:43.542000+00:00,8150014633177,nsn,title,NSN 8150-01-463-3177 - 20' ISO Container,DEFENSE LOGISTICS AGENCY (DLA),,8150 - FREIGHT CONTAINERS,Nonavailability,2023
634d4fc9a0077aaef9e22a17,2022-10-17 12:51:21.071000+00:00,2022-10-20 19:32:15.038000+00:00,8150015148414,nsn,title,NSN 8150-01-514-8414 - 20' ISO Container,DEFENSE LOGISTICS AGENCY (DLA),,8150 - FREIGHT CONTAINERS,Nonavailability,2023
6334a581a0077aaef9dce10f,2022-09-28 19:50:25.139000+00:00,2022-09-30 11:48:56.309000+00:00,8150014633177,nsn,summary,SPE8ED22Q0732,DEFENSE LOGISTICS AGENCY (DLA),,81 - CONTAINERS/PACKAGING/PACKING SUPPL,Nonavailability,2022
63346c0c6ea30969c33d2399,2022-09-28 15:45:16.718000+00:00,2022-09-30 17:58:56.814000+00:00,3020012040669,nsn,summary,Addition of NSN to the Honeywell Supplier Capability Contract SPE4AX-22-D-0003,DEFENSE LOGISTICS AGENCY (DLA),,"2840 - GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",Nonavailability,2022
63346962a0077aaef9dccfca,2022-09-28 15:33:54.763000+00:00,2022-09-30 17:58:23.001000+00:00,3020012040669,nsn,summary,Addition of NSN to the Honeywell Supplier Capability Contract SPE4AX-22-D-0003,DEFENSE LOGISTICS AGENCY (DLA),,"3020 - GEARS, PULLEYS, SPROCKETS, AND TRANSMISSION CHAIN",Nonavailability,2022
633352386ea30969c33ce72c,2022-09-27 19:42:48.498000+00:00,2022-09-28 13:59:38.482000+00:00,8150014912678,nsn,summary,SPE8ED22Q0722,DEFENSE LOGISTICS AGENCY (DLA),,81 - CONTAINERS/PACKAGING/PACKING SUPPL,Nonavailability,2022
632cbdf2a0077aaef9db2a9d,2022-09-22 19:56:34.314000+00:00,2022-09-26 15:53:51.788000+00:00,8150015737424,nsn,summary,SPE8ED22Q0729,DEFENSE LOGISTICS AGENCY (DLA),,81 - CONTAINERS/PACKAGING/PACKING SUPPL,Nonavailability,2022
6320f772392bb249a51df8e4,2022-09-13 21:34:42.739000+00:00,2022-09-17 10:44:12.636000+00:00,1680016229189,nsn,summary,ENHANCED GROUND,DEPT OF THE NAVY,,1680 - MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,Nonavailability,2022
6307c0cb12c65e87b9187b79,2022-08-25 18:34:51.831000+00:00,2022-09-02 20:10:59.580000+00:00,8150014638555,nsn,piid,40' ISO Containers,DEFENSE LOGISTICS AGENCY (DLA),,8150 - FREIGHT CONTAINERS,Nonavailability,2022
62fa630990755efad01b1092,2022-08-15 15:15:21.545000+00:00,2022-08-22 13:06:29.628000+00:00,LED15DA21-850 120,part_number,summary,"LED, LAMP BULB",DEFENSE LOGISTICS AGENCY (DLA),,5961 - SEMICONDUCTOR DEVICES AND ASSOCIATED HARDWARE,Nonavailability,2022
632afd066ea30969c33b1157,2022-09-21 12:01:10.163000+00:00,2022-09-22 13:44:54.271000+00:00,8150014638553,nsn,piid,SPE8ED22Q0730,DEFENSE LOGISTICS AGENCY (DLA),,81 - CONTAINERS/PACKAGING/PACKING SUPPL,Nonavailability,2022
632b0683a0077aaef9dabfc5,2022-09-21 12:41:39.856000+00:00,2022-09-22 13:43:43.724000+00:00,8150014638553,nsn,piid,SPE8ED22Q0719,DEFENSE LOGISTICS AGENCY (DLA),,81 - CONTAINERS/PACKAGING/PACKING SUPPL,Nonavailability,2022
62c5cb738921b84752004c64,2022-07-06 17:50:43.420000+00:00,2022-07-15 00:22:30.477000+00:00,8150014638553,nsn,summary,ISO SHIPPING CONTAINERS,DEFENSE LOGISTICS AGENCY (DLA),,8150 - FREIGHT CONTAINERS,Nonavailability,2022
