"event_year","is_pre","y_treated","y_synth","effect","effect_demeaned","pre_mean_effect"
-5,TRUE,9.04180337015285,3.30214718733178,5.73965618282106,0.000580341235856707,5.7390758415852
-4,TRUE,8.65817178467581,2.92062447128865,5.73754731338716,-0.00152852819804394,5.7390758415852
-3,TRUE,9.30474104739767,3.56437537003092,5.74036567736675,0.00128983578154429,5.7390758415852
-2,TRUE,8.90788301394225,3.16964824853619,5.73823476540606,-0.000841076179149525,5.7390758415852
-1,TRUE,9.14750706280461,3.40793179385962,5.739575268945,0.000499427359791582,5.7390758415852
0,FALSE,9.08873755021693,3.40689478957502,5.68184276064192,-0.0572330809432877,5.7390758415852
1,FALSE,9.25588718693215,3.39874172108334,5.85714546584881,0.118069624263605,5.7390758415852
2,FALSE,8.96699411334445,3.75738659412423,5.20960751922022,-0.529468322364984,5.7390758415852
3,FALSE,9.04061909715797,3.5199271650215,5.52069193213647,-0.21838390944874,5.7390758415852
