"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2026/01/20","SPE8ED26P0392","","0001","8150-01-514-8414","9,999.00","6","1ULP1","W & K CONTAINERS, INC."
"2025/07/21","SPE8ED25P1385","","0001","8150-01-514-8414","11,526.00","1","1ULP1","W & K CONTAINERS, INC."
"2025/07/03","SPE8ED25P1324","","0001","8150-01-514-8414","9,999.00","4","1ULP1","W & K CONTAINERS, INC."
"2025/06/25","SPE8ED25P1297","","0001","8150-01-514-8414","8,613.00","10","1ULP1","W & K CONTAINERS, INC."
"2025/06/17","SPE8ED25P1265","","0001","8150-01-514-8414","9,279.00","18","1ULP1","W & K CONTAINERS, INC."
"2025/05/16","SPE8ED25P1107","","0001","8150-01-514-8414","10,999.00","1","1ULP1","W & K CONTAINERS, INC."
"2025/01/28","SPE8ED25P0504","","0001","8150-01-514-8414","10,084.00","6","1ULP1","W & K CONTAINERS, INC."
"2024/11/18","SPE8ED25P0269","","0001","8150-01-514-8414","9,999.00","2","1ULP1","W & K CONTAINERS, INC."
"2024/08/15","SPE8ED24P0925","","0001","8150-01-514-8414","11,819.00","2","1ULP1","W & K CONTAINERS, INC."
"2024/03/29","SPE8ED24P0527","","0001","8150-01-514-8414","12,399.00","1","1ULP1","W & K CONTAINERS, INC."
"2022/11/15","SPE8ED23P0178","","0001","8150-01-514-8414","10,339.00","1","1ULP1","W & K CONTAINERS, INC."
"2022/11/15","SPE8ED23P0178","","0002","8150-01-514-8414","10,339.00","1","1ULP1","W & K CONTAINERS, INC."
"2022/02/14","SPE8ED22P0463","","0001","8150-01-514-8414","14,444.00","1","0FXA9","SEA BOX, INC."
"2022/02/10","SPE8ED22P0442","","0001","8150-01-514-8414","10,795.00","8","81VU9","INTREPID EAGLE LOGISTICS INC"
"2021/10/06","SPE8ED22P0047","","0001","8150-01-514-8414","8,161.00","3","1ULP1","W & K CONTAINERS, INC."
"2021/10/05","SPE8ED22P0039","","0001","8150-01-514-8414","8,413.00","4","1ULP1","W & K CONTAINERS, INC."
"2021/04/20","SPE8ED21P0844","","0001","8150-01-514-8414","12,989.00","1","1ULP1","W & K CONTAINERS, INC."
"2021/02/19","SPE8ED21P0615","","0001","8150-01-514-8414","8,764.00","2","0FXA9","SEA BOX, INC."
"2021/01/28","SPE8ED21P0511","","0001","8150-01-514-8414","6,052.00","3","0FXA9","SEA BOX, INC."
"2020/10/01","SPE8ED21P0039","","0001","8150-01-514-8414","9,999.00","1","1ULP1","W & K CONTAINERS INC"
"2020/10/01","SPE8ED21P0038","","0001","8150-01-514-8414","9,999.00","1","1ULP1","W & K CONTAINERS INC"
"2020/09/25","SPE8ED20P1459","","0001","8150-01-514-8414","9,999.00","1","1ULP1","W & K CONTAINERS INC"
"2020/09/25","SPE8ED20P1457","","0001","8150-01-514-8414","9,999.00","1","1ULP1","W & K CONTAINERS INC"
"2020/09/25","SPE8ED20P1456","","0001","8150-01-514-8414","9,999.00","1","1ULP1","W & K CONTAINERS INC"
"2020/09/24","SPE8ED20P1417","","0001","8150-01-514-8414","10,278.00","1","1ULP1","W & K CONTAINERS INC"
