"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2026/02/06","SPE8ED26P0461","","0001","8150-01-481-3740","7,814.00","4","0FXA9","SEA BOX, INC."
"2025/08/05","SPE8ED25P1450","","0001","8150-01-481-3740","4,675.00","11","6SD02","NEXGEN COMPOSITES LLC"
"2025/07/23","SPE8ED25P1393","","0001","8150-01-481-3740","4,875.00","1","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/07/23","SPE8ED25P1393","","0002","8150-01-481-3740","4,875.00","5","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/07/23","SPE8ED25P1393","","0003","8150-01-481-3740","4,875.00","5","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/07/22","SPE8ED25P1384","","0001","8150-01-481-3740","4,810.00","7","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/07/10","SPE8ED25P1345","","0002","8150-01-481-3740","4,725.00","10","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/07/10","SPE8ED25P1345","","0001","8150-01-481-3740","4,725.00","1","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/07/10","SPE8ED25P1345","","0003","8150-01-481-3740","4,725.00","3","81VU9","INTREPID EAGLE LOGISTICS INC"
"2025/05/19","SPE8ED25P1117","","0001","8150-01-481-3740","9,295.00","10","0FXA9","SEA BOX, INC."
"2025/05/19","SPE8ED25P1118","","0001","8150-01-481-3740","8,139.00","4","1ULP1","W & K CONTAINERS, INC."
"2025/05/19","SPE8ED25P1121","","0001","8150-01-481-3740","7,496.00","3","1ULP1","W & K CONTAINERS, INC."
"2025/03/06","SPE8ED25P0717","","0001","8150-01-481-3740","13,599.00","3","1ULP1","W & K CONTAINERS, INC."
"2024/10/18","SPE8ED25P0014","","0001","8150-01-481-3740","8,666.00","3","0FXA9","SEA BOX, INC."
"2024/09/05","SPE8ED24P0983","","0001","8150-01-481-3740","10,999.00","4","1ULP1","W & K CONTAINERS, INC."
"2024/08/05","SPE8ED24P0898","","0001","8150-01-481-3740","13,999.00","3","1ULP1","W & K CONTAINERS, INC."
"2024/06/07","SPE8ED24P0767","","0001","8150-01-481-3740","8,631.00","4","0FXA9","SEA BOX, INC."
"2024/05/16","SPE8ED24P0709","","0001","8150-01-481-3740","16,600.00","3","1ULP1","W & K CONTAINERS, INC."
"2024/03/15","SPE8ED24P0516","","0001","8150-01-481-3740","8,835.00","1","0FXA9","SEA BOX, INC."
"2023/09/28","SPE8ED23P1058","","0001","8150-01-481-3740","5,747.00","7","0FXA9","SEA BOX, INC."
"2021/11/17","SPE8ED22P0189","","0001","8150-01-481-3740","9,494.00","2","0FXA9","SEA BOX, INC."
"2021/11/17","SPE8ED22P0184","","0001","8150-01-481-3740","8,621.00","3","0FXA9","SEA BOX, INC."
"2021/11/17","SPE8ED22P0187","","0001","8150-01-481-3740","9,794.00","8","0FXA9","SEA BOX, INC."
"2021/11/17","SPE8ED22P0186","","0001","8150-01-481-3740","9,794.00","2","0FXA9","SEA BOX, INC."
"2021/07/28","SPE8ED21P1155","","0001","8150-01-481-3740","8,999.00","4","1ULP1","W & K CONTAINERS, INC."
"2021/05/14","SPE8ED21P0947","","0001","8150-01-481-3740","7,589.00","6","1ULP1","W & K CONTAINERS, INC."
"2021/05/03","SPE8ED21P0914","","0001","8150-01-481-3740","8,798.00","2","0FXA9","SEA BOX, INC."
