"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2026/02/03","SPE8ED26P0446","","0001","8150-01-491-2727","10,907.00","1","1ULP1","W & K CONTAINERS, INC."
"2025/07/25","SPE8ED25P1416","","0001","8150-01-491-2727","11,549.00","2","6SD02","NEXGEN COMPOSITES LLC"
"2024/03/01","SPE8ED24P0442","","0001","8150-01-491-2727","12,563.00","1","1ULP1","W & K CONTAINERS, INC."
"2022/02/14","SPE8ED22P0460","","0001","8150-01-491-2727","14,775.00","7","6SD02","NEXGEN COMPOSITES LLC"
"2022/02/14","SPE8ED22P0461","","0002","8150-01-491-2727","14,620.00","3","6SD02","NEXGEN COMPOSITES LLC"
"2022/02/14","SPE8ED22P0458","","0001","8150-01-491-2727","18,683.00","1","0FXA9","SEA BOX, INC."
"2022/02/14","SPE8ED22P0461","","0001","8150-01-491-2727","14,620.00","1","6SD02","NEXGEN COMPOSITES LLC"
"2021/01/29","SPE8ED21P0503","","0001","8150-01-491-2727","10,155.00","1","1ULP1","W & K CONTAINERS, INC."
"2020/07/09","SPE8ED20P1054","","0001","8150-01-491-2727","15,900.00","1","0FXA9","SEA BOX, INC."
"2020/05/08","SPE8ED20P0862","","0001","8150-01-491-2727","13,500.00","1","1ULP1","W & K CONTAINERS INC"
"2018/02/16","SPE7M018P1840","","0001","8150-01-491-2727","13,989.00","1","0FXA9","SEA BOX INC"
"2015/01/26","SPE8ED15M0717","","0001","8150-01-491-2727","11,982.00","1","0FXA9","SEA BOX INC"
"2014/06/25","SPE8ED14M1041","","0001","8145-01-491-2727","11,137.00","1","0FXA9","SEA BOX INC"
"2014/01/27","SPE8ED14M0453","","0001","8145-01-491-2727","10,984.00","1","0FXA9","SEA BOX INC"
"2013/09/11","SPE8ED13M0157","","0001","8145-01-491-2727","10,277.50","2","0FXA9","SEA BOX INC"
"2013/08/27","SPE8ED13M0124","","0001","8145-01-491-2727","12,737.00","1","0FXA9","SEA BOX INC"
"2005/06/06","SP053005M3403","MODF","0002","8145-01-491-2727","8,280.00","1","0FXA9","SEA BOX INC"
"2005/05/11","SP053005M3051","MODF","0001","8145-01-491-2727","7,690.00","6","0FXA9","SEA BOX INC"
"2005/05/11","SP053005M3051","MODF","0002","8145-01-491-2727","7,690.00","6","0FXA9","SEA BOX INC"
"2004/12/17","SP053005M1156","MODF","0001","8145-01-491-2727","7,950.00","4","0FXA9","SEA BOX INC"
"2004/05/13","SP056004MS330","MODF","0001","8145-01-491-2727","6,490.00","14","0FXA9","SEA BOX INC"
"2004/02/20","SP056004MF086","MODF","0002","8145-01-491-2727","6,989.00","4","0FXA9","SEA BOX INC"
"2004/02/20","SP056004MF086","MODF","0001","8145-01-491-2727","6,989.00","7","0FXA9","SEA BOX INC"
"2003/11/26","SP056004M6762","MODF","0001","8145-01-491-2727","7,250.00","1","KE248","MORBRIDGE INTERNATIONAL LTD"
"2003/09/05","SP056003MDN65","MODF","0001","8145-01-491-2727","7,880.09","12","1WWU0","TRS INC. DIV TRS CONTAINERS DB"
"2002/04/12","SP056002MHH17","MODF","0001","8145-01-491-2727","4,545.00","23","1JZ90","T BEAR CONSOLIDATED COMPANIES"
