"Date","Contract","Order","Line","NSN","Price","Qty","Cage","Company"
"2025/05/01","SPE8ED25P1030","","0001","8150-01-491-2678","11,998.00","1","6SD02","NEXGEN COMPOSITES LLC"
"2025/02/05","SPE8ED25P0017","","0001","8150-01-491-2678","9,670.00","4","81VU9","INTREPID EAGLE LOGISTICS INC"
"2024/12/12","SPE8ED25P0372","","0001","8150-01-491-2678","12,633.00","1","1ULP1","W & K CONTAINERS, INC."
"2024/07/19","SPE8ED24P0828","","0001","8150-01-491-2678","11,797.00","12","0FXA9","SEA BOX, INC."
"2024/05/15","SPE8ED24P0393","","0001","8150-01-491-2678","9,715.00","12","81VU9","INTREPID EAGLE LOGISTICS INC"
"2022/10/05","SPE8ED23P0048","","0001","8150-01-491-2678","6,925.00","20","81VU9","INTREPID EAGLE LOGISTICS INC"
"2022/09/08","SPE8ED22P0994","","0002","8150-01-491-2678","8,725.00","2","81VU9","INTREPID EAGLE LOGISTICS INC"
"2022/09/08","SPE8ED22P0994","","0001","8150-01-491-2678","8,725.00","2","81VU9","INTREPID EAGLE LOGISTICS INC"
"2022/07/14","SPE8ED22P0809","","0001","8150-01-491-2678","12,854.67","18","6SD02","NEXGEN COMPOSITES LLC"
"2021/03/02","SPE8ED21P0648","","0001","8150-01-491-2678","11,299.00","1","1ULP1","W & K CONTAINERS, INC."
"2020/03/04","SPE8ED20P0674","","0001","8150-01-491-2678","6,603.00","1","1ULP1","W & K CONTAINERS INC"
"2020/02/12","SPE8ED20P0604","","0001","8150-01-491-2678","8,779.00","456","1ULP1","W & K CONTAINERS INC"
"2020/02/06","SPE8ED20P0579","","0001","8150-01-491-2678","6,655.00","86","81VU9","INTREPID EAGLE LOGISTICS INC"
"2020/01/14","SPE8ED20P0503","","0002","8150-01-491-2678","6,375.00","1","1ULP1","W & K CONTAINERS INC"
"2020/01/14","SPE8ED20P0503","","0001","8150-01-491-2678","6,375.00","1","1ULP1","W & K CONTAINERS INC"
"2020/01/14","SPE8ED20P0502","","0001","8150-01-491-2678","6,934.00","1","1ULP1","W & K CONTAINERS INC"
"2020/01/08","SPE8ED20P0468","","0003","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2020/01/08","SPE8ED20P0468","","0002","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2020/01/08","SPE8ED20P0468","","0001","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2020/01/08","SPE8ED20P0460","","0001","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2019/12/12","SPE8ED20P0402","","0002","8150-01-491-2678","5,873.00","1","0FXA9","SEA BOX, INC."
"2019/12/12","SPE8ED20P0402","","0001","8150-01-491-2678","5,873.00","1","0FXA9","SEA BOX, INC."
"2019/12/12","SPE8ED20P0402","","0003","8150-01-491-2678","5,873.00","1","0FXA9","SEA BOX, INC."
"2019/12/12","SPE8ED20P0402","","0004","8150-01-491-2678","5,873.00","1","0FXA9","SEA BOX, INC."
"2019/12/12","SPE8ED20P0402","","0005","8150-01-491-2678","5,873.00","1","0FXA9","SEA BOX, INC."
"2019/12/12","SPE8ED20P0402","","0006","8150-01-491-2678","5,873.00","1","0FXA9","SEA BOX, INC."
"2019/12/06","SPE8ED20P0372","","0003","8150-01-491-2678","9,963.00","4","1ULP1","W & K CONTAINERS INC"
"2019/12/06","SPE8ED20P0372","","0001","8150-01-491-2678","9,963.00","4","1ULP1","W & K CONTAINERS INC"
"2019/12/06","SPE8ED20P0372","","0002","8150-01-491-2678","9,963.00","1","1ULP1","W & K CONTAINERS INC"
"2019/11/19","SPE8ED20P0286","","0002","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2019/11/19","SPE8ED20P0286","","0003","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2019/11/19","SPE8ED20P0286","","0001","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2019/11/18","SPE8ED20P0285","","0003","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
"2019/11/18","SPE8ED20P0285","","0001","8150-01-491-2678","6,429.00","1","1ULP1","W & K CONTAINERS INC"
