outcome,n_fits,mean_att,median_att,sd_att,n_asymp_p_lt_05,n_empirical_p_lt_05,median_pre_rmspe,q25_pre_rmspe,q75_pre_rmspe,median_n_active,median_weight_hhi,median_balanced_pool
domestic_share,22,-0.4409038089979464,-0.397991534241879,0.27302639326072786,20,20,0.0032644304012904753,0.0006049089826069137,0.007184584718992351,71.5,0.023152311320706,13965.0
max_log_unit_price,22,-0.030023030631532558,-0.11647096914645799,0.4431557609972001,1,1,0.00038866527455530097,0.000176359241782548,0.000547365081471392,4730.5,0.0003656985996245875,15568.0
mean_offers,22,0.28180441577277315,0.03261742952917685,2.176160129316142,2,2,0.007631747715174294,0.004016655342471497,0.0198252684382041,1877.0,0.0008456731980178264,3057.0
