"event_year","is_pre","y_treated","y_synth","effect","effect_demeaned","pre_mean_effect"
-5,TRUE,9.36623239193316,3.37197977491251,5.99425261702064,0.000540113071323844,5.99371250394932
-4,TRUE,8.83710041116275,2.8445634843268,5.99253692683596,-0.00117557711336147,5.99371250394932
-3,TRUE,9.20663351004486,3.21266243588186,5.993971074163,0.000258570213675924,5.99371250394932
-2,TRUE,9.33246950520925,3.33865043052474,5.99381907468451,0.000106570735186828,5.99371250394932
-1,TRUE,9.46146244842533,3.46747962138283,5.9939828270425,0.00027032309317665,5.99371250394932
0,FALSE,8.84289333105554,3.52765833999571,5.31523499105983,-0.678477512889488,5.99371250394932
1,FALSE,9.37560054084184,3.46485082286728,5.91074971797456,-0.0829627859747548,5.99371250394932
2,FALSE,9.44406771683004,3.77819916116499,5.66586855566505,-0.327843948284274,5.99371250394932
