"treated_nsn","delta_treated","pre_treated","post_treated","delta_donor","n_donors","sum_w","tau","outcome","post_label","post_threshold"
"8150015338673",-0.444526895206243,0.444526895206243,0,-0.162251873438062,3,3,-0.282275021768182,"domestic_share","headline",0
"8150015338674",-0.521916621054552,0.718345192483124,0.196428571428571,-0.257725749994772,3,3,-0.26419087105978,"domestic_share","headline",0
"8150015338675",-0.65,0.65,0,-0.0825396825396825,3,3,-0.567460317460317,"domestic_share","headline",0
"8150015338677",-0.708390022675737,0.708390022675737,0,-0.00496413308913309,3,3,-0.703425889586604,"domestic_share","headline",0
"8150015737424",-0.5,0.5,0,0.125,3,3,-0.625,"domestic_share","headline",0
"8150015741682",-0.236842105263158,0.236842105263158,0,-0.174635241301908,3,3,-0.0622068639612499,"domestic_share","headline",0
"3990015742050",-0.114792355431682,7.39927027365633,7.28447791822465,0.419371782400162,3,3,-0.534164137831844,"max_log_unit_price","ey2plus",2
"4510015272274",0.270740653523787,5.88154513282101,6.1522857863448,0.312574581597028,3,3,-0.0418339280732409,"max_log_unit_price","ey2plus",2
"8150014633177",0.00756307477207052,8.57335580752471,8.58091888229678,0.513043378741344,3,3,-0.505480303969274,"max_log_unit_price","ey2plus",2
"8150014638553",0.0894520869546547,8.77233807685177,8.86179016380642,0.281427817173543,3,3,-0.191975730218888,"max_log_unit_price","ey2plus",2
"8150014638555",0.251622276389915,9.17286126470318,9.42448354109309,0.399913874407871,3,3,-0.148291598017956,"max_log_unit_price","ey2plus",2
"8150014813741",0.491828785340465,8.93820920754563,9.43003799288609,0.485172262529868,3,3,0.00665652281059614,"max_log_unit_price","ey2plus",2
"8150014839115",0.0276031085239872,8.63643768652483,8.66404079504881,0.0236367680912544,3,3,0.00396634043273281,"max_log_unit_price","ey2plus",2
"8150014839123",0.372109337732052,8.88118903496988,9.25329837270193,0.268673683745989,3,3,0.103435653986063,"max_log_unit_price","ey2plus",2
"8150014886545",0.0827923565179471,9.25435686232193,9.33714921883988,0.308933915757422,3,3,-0.226141559239475,"max_log_unit_price","ey2plus",2
"8150014912678",0.20328806347497,9.24077965335507,9.44406771683004,0.254379520606124,3,3,-0.0510914571311544,"max_log_unit_price","ey2plus",2
"8150015012741",0.1868835080222,9.14982516276879,9.33670867079099,0.466866758567317,3,3,-0.279983250545117,"max_log_unit_price","ey2plus",2
"8150015148414",0.0204713544759496,9.26082914501028,9.28130049948623,0.340688773324867,3,3,-0.320217418848918,"max_log_unit_price","ey2plus",2
"8150015338674",0.0929662677634138,8.87351751130102,8.96648377906443,0.474512427500264,3,3,-0.381546159736851,"max_log_unit_price","ey2plus",2
"8150015338675",0.213148200068995,8.67007603021,8.88322423027899,0.0274539219595864,3,3,0.185694278109408,"max_log_unit_price","ey2plus",2
"4510015272274",-2.8,14.8,12,-0.111111111111111,1,1,-2.68888888888889,"mean_offers","ey2plus",2
"8150014633177",-0.830303030303031,3.33030303030303,2.5,-0.029241452991453,3,3,-0.801061577311578,"mean_offers","ey2plus",2
"8150014638553",-1.71837450592885,5.15492753623188,3.43655303030303,3.13888888888889,2,2,-4.85726339481774,"mean_offers","ey2plus",2
"8150014638555",-1.09401709401709,3.84401709401709,2.75,-0.370148766577338,2,2,-0.723868327439756,"mean_offers","ey2plus",2
"8150014813741",0.101991341991342,2.56467532467532,2.66666666666667,0.0958405483405484,3,3,0.00615079365079341,"mean_offers","ey2plus",2
"8150014839115",0.571428571428571,2.17857142857143,2.75,2.28472222222222,2,2,-1.71329365079365,"mean_offers","ey2plus",2
"8150014839123",1.35586685823755,2.20555555555556,3.5614224137931,0.287521645021645,1,1,1.0683452132159,"mean_offers","ey2plus",2
"8150014886545",-0.5,2.75,2.25,-0.7,1,1,0.2,"mean_offers","ey2plus",2
"8150014912678",-0.95,4.2,3.25,0.133231976356976,2,2,-1.08323197635698,"mean_offers","ey2plus",2
"8150015012741",0.143408724930464,2.67477309325135,2.81818181818182,-1.89697470739137,3,3,2.04038343232184,"mean_offers","ey2plus",2
"8150015148414",0.292162698412698,3.09672619047619,3.38888888888889,0.130007215007215,3,3,0.162155483405483,"mean_offers","ey2plus",2
"8150015338674",-0.232074438970991,3.28762999452655,3.05555555555556,1.79651988636364,2,2,-2.02859432533463,"mean_offers","ey2plus",2
"8150015338675",0.258333333333333,2.54166666666667,2.8,0.527777777777778,2,2,-0.269444444444444,"mean_offers","ey2plus",2
"3990015742050",-0.395833333333333,0.395833333333333,0,-0.0891156462585034,3,3,-0.30671768707483,"domestic_share","ey2plus",2
"4510015272274",0.6,0.4,1,-0.417592592592593,3,3,1.01759259259259,"domestic_share","ey2plus",2
"8150014633177",-0.457142857142857,0.457142857142857,0,-0.372381959126145,3,3,-0.0847608980167119,"domestic_share","ey2plus",2
"8150014638553",-0.701004611330698,0.786231884057971,0.0852272727272727,-0.30462962962963,3,3,-0.396374981701069,"domestic_share","ey2plus",2
"8150014638555",-0.343406593406593,0.343406593406593,0,-0.0261904761904762,3,3,-0.317216117216117,"domestic_share","ey2plus",2
"8150014813741",-0.515384615384615,0.515384615384615,0,-0.430495019885264,3,3,-0.0848895954993515,"domestic_share","ey2plus",2
"8150014839115",-0.857142857142857,0.857142857142857,0,-0.222916666666667,3,3,-0.63422619047619,"domestic_share","ey2plus",2
