"donor_id","omega","active"
"1005010534216",0.000461950755213411,TRUE
"1005010595053",0,FALSE
"1005012522822",0.000358188588050669,TRUE
"1005012575386",0.000330843501040465,TRUE
"1005014515119",0,FALSE
"1005014813544",0,FALSE
"1005015161539",0.000207179924176601,TRUE
"1005015521264",0,FALSE
"1005015661453",0,FALSE
"1005016136153",0.000578122876449777,TRUE
"1010016066698",0.000325840601284293,TRUE
"1095013073917",0,FALSE
"1095015331733",0,FALSE
"1095016084332",5.92895578386276e-05,FALSE
"1095016701865",0.000304363560019476,TRUE
"1270002885620",0.000206038585382886,TRUE
"1290014631478",0,FALSE
"1420011528730",0,FALSE
"1560004380210",0.000590132730775854,TRUE
"1560006146096",0,FALSE
"1560007518366",0.00327407246055425,TRUE
"1560008858032",0.000215810364766424,TRUE
"1560009157600",0.000310665974640447,TRUE
"1560009341422",0.000559737539260575,TRUE
"1560011728007",0,FALSE
"1560011874238",0,FALSE
"1560014443182",0.000324627794554752,TRUE
"1560014826795",0.000324099945682564,TRUE
"1560015503395",0.000295991734841657,TRUE
"1560015698918",0.000338158193100882,TRUE
"1560016082808",0.000331577415922551,TRUE
"1560016144990",0.000325032760215097,TRUE
"1560016151881",0.000158840680511882,FALSE
"1560016171350",0.000449170298839363,TRUE
"1560016216627",0.000306730721313266,TRUE
"1560016317793",0.000337158520117252,TRUE
"1560016441291",0.000330328532080024,TRUE
"1560016482248",0.00246102396859568,TRUE
"1560016492749",0,FALSE
"1560219206182",0.000326831141160636,TRUE
"1615011122994",8.05517156391535e-05,FALSE
"1615011818307",0.000324015326172096,TRUE
"1615012027132",0,FALSE
"1615015254048",0.000288349202250615,TRUE
"1620010842225",0.000337303248298377,TRUE
"1640015300048",0.000331410099253041,TRUE
"1650000816463",0.000961411924677766,TRUE
"1650001024420",0.000615819947838451,TRUE
"1650002392283",0,FALSE
"1650002552694",5.55954392547366e-05,FALSE
"1650005927900",0.000169822115643915,TRUE
"1650006945085",0.000338523721018317,TRUE
"1650009232575",5.87409398806853e-05,FALSE
"1650011293667",0.000158798217132079,FALSE
"1650011594809",0.000301198337745255,TRUE
"1650015895037",0.000328027822183299,TRUE
"1660010183412",0.000462574535844447,TRUE
"1660011545502",6.49851873135022e-05,FALSE
"1660012496115",0.000491946334905082,TRUE
"1660012535106",0.00019514675954389,TRUE
"1660013177813",0,FALSE
"1660016030066",0.000675754856826678,TRUE
"1660016594950",0.000323112046175812,TRUE
"1670992531784",0.000568616829680335,TRUE
"1680001064546",0,FALSE
"1680004156394",0,FALSE
"1680011143932",0.000291714627131093,TRUE
"1680012526375",0.00120160843027449,TRUE
"1680012703918",0.000345518017831903,TRUE
"1680014886494",0,FALSE
"1680015095790",0.000331954682029566,TRUE
"1680015215100",0.000325280742738816,TRUE
"1680015535668",0.000333142586577114,TRUE
"1680015592493",0,FALSE
"1680015714743",0.000328147320199959,TRUE
"1680015728108",0.000286764618682727,TRUE
"1680015742697",0.000323809837562167,TRUE
"1680015834347",0.000175823621621469,TRUE
"1680016176695",0.000171791210140022,TRUE
"1680016219126",0.00179037661088009,TRUE
"1680016427060",0.000329741432896139,TRUE
"1680016451879",0.000321279360193427,TRUE
"1680016462844",6.8103223586767e-05,FALSE
"1680996662402",0,FALSE
"1680997359265",0.000200756639752133,TRUE
"1710000545103",0,FALSE
"1710010694280",0,FALSE
"1730006315577",0.000292448710605129,TRUE
"1730009461084",0,FALSE
"1730010824003",0.000545821345914618,TRUE
"1730010845239",0,FALSE
"1730011170848",0.000443223270636183,TRUE
"1730011635288",0.000323385286302118,TRUE
"1730011664677",0,FALSE
"1730012061789",0.000465663278329222,TRUE
"1730013885158",0,FALSE
"1730015004443",0.000686224202142657,TRUE
"1730015064319",0.00134525204048621,TRUE
"1730015289938",0.000122411173403638,FALSE
"1730015422461",0.000486177396705771,TRUE
"1730015422478",0.000205032371106348,TRUE
"1730015939054",0.00081153905753794,TRUE
"1730016148602",0.000171036428808356,TRUE
"1730016148613",0.000164737069431891,FALSE
"1730016451206",0.000323084000016925,TRUE
"1730016469037",0,FALSE
"1730016592376",0.00020810725863972,TRUE
"1740006024545",0.000179555401601015,TRUE
"1740014867417",8.75408824959476e-05,FALSE
"1740014867421",0,FALSE
"1740014986164",0.000153889558834341,FALSE
"1740014986192",0,FALSE
"1740014986206",0,FALSE
"1740015358140",0,FALSE
"1740015376197",0,FALSE
"1740015805136",0.000302506711425984,TRUE
"2010012001889",0.000333348751248202,TRUE
"2040013012274",0.00090146291153004,TRUE
"2040013542939",0,FALSE
"2040013579115",0,FALSE
"2040014762000",0.000328198820073627,TRUE
"2040014762660",0.000324844243133973,TRUE
"2040014762677",0.000319480955087163,TRUE
"2040014762682",0.000332115259329392,TRUE
"2040014762709",0.000328700934975401,TRUE
"2040014762712",0.000326091670195048,TRUE
"2040014762715",0.000321603208535934,TRUE
"2040014762717",0.000327482075693276,TRUE
"2040014762733",0.000323680316885969,TRUE
"2040014762751",0.000326514298370457,TRUE
"2040014762816",0.000321762994366686,TRUE
"2040014763458",0.000326977651947072,TRUE
"2040014764695",0.000323377392557709,TRUE
"2040014764834",0.000324497768173092,TRUE
"2040014765102",0.000328498312763752,TRUE
"2040014767180",0.000325303981683994,TRUE
